id	gene
WP_023226188.1	NiFe1d
WP_023228007.1	NiFe1d
WP_000107372.1	NiFe1d
WP_005028143.1	NiFe1d
WP_000107401.1	NiFe1d
WP_000107390.1	NiFe1d
WP_027157817.1	NiFe1d
WP_020157432.1	NiFe1d
WP_027149878.1	NiFe1d
WP_026610556.1	NiFe1d
WP_017366017.1	NiFe1d
WP_013818449.1	NiFe1d
WP_026603256.1	NiFe1d
WP_020483431.1	NiFe1d
WP_019865813.1	NiFe1d
WP_007019929.1	NiFe1d
WP_028293254.1	NiFe1d
WP_028302021.1	NiFe1d
WP_012703499.1	NiFe1d
WP_023105852.1	NiFe1d
WP_010563027.1	NiFe1d
WP_024762404.1	NiFe1d
WP_017845591.1	NiFe1d
WP_002683184.1	NiFe1d
WP_029908155.1	NiFe1d
WP_029939087.1	NiFe1d
WP_020394857.1	NiFe1d
WP_002706872.1	NiFe1d
WP_028007256.1	NiFe1d
WP_020647929.1	NiFe1d
WP_014450582.1	NiFe1d
WP_009059758.1	NiFe1d
WP_012463656.1	NiFe1d
WP_008030254.1	NiFe1e
WP_010880593.1	NiFe1e
WP_008287448.1	NiFe1e
WP_012962745.1	NiFe1e
WP_012992451.1	NiFe1e
WP_013029748.1	NiFe1e
WP_018077111.1	NiFe1e
WP_018508052.1	NiFe1e
WP_018610610.1	NiFe1e
WP_012537694.1	NiFe1e
WP_015066016.1	NiFe1e
WP_006991846.1	NiFe1e
WP_013755279.1	NiFe1e
WP_029133715.1	NiFe1e
WP_012971230.1	NiFe1e
WP_020503980.1	NiFe1e
WP_020508075.1	NiFe1e
WP_015258842.1	NiFe1e
WP_018952796.1	NiFe1e
WP_026340838.1	NiFe1e
WP_012637835.1	NiFe1e
WP_007191025.1	NiFe1e
AAC38282.1	NiFe1e
WP_014779054.1	NiFe1e
WP_014777800.1	NiFe1e
WP_015279763.1	NiFe1e
WP_015282140.1	NiFe1e
WP_007039064.1	NiFe1e
WP_007039027.1	NiFe1e
WP_006786088.1	NiFe1e
WP_009147062.1	NiFe1e
WP_002684413.1	NiFe1e
WP_028490337.1	NiFe1e
WP_002706902.1	NiFe1e
WP_015898101.1	NiFe1f
WP_026441619.1	NiFe1f
WP_005509950.1	NiFe1f
WP_014310124.1	NiFe1f
WP_006062526.1	NiFe1f
WP_027012481.1	NiFe1f
WP_005388873.1	NiFe1f
WP_016458088.1	NiFe1f
WP_016422186.1	NiFe1f
WP_025252525.1	NiFe1f
WP_018502767.1	NiFe1f
WP_018637732.1	NiFe1f
WP_020460947.1	NiFe1f
WP_006544185.1	NiFe1f
WP_004007712.1	NiFe1f
WP_004013385.1	NiFe1f
WP_022865058.1	NiFe1f
WP_006562194.1	NiFe1f
WP_012121625.1	NiFe1f
WP_011957045.1	NiFe1f
WP_013450229.1	NiFe1f
WP_013006836.1	NiFe1f
WP_013011747.1	NiFe1f
WP_013885838.1	NiFe1f
WP_022851572.1	NiFe1f
WP_027713781.1	NiFe1f
WP_012529798.1	NiFe1f
WP_026840074.1	NiFe1f
WP_012470110.1	NiFe1f
WP_004512555.1	NiFe1f
WP_015718812.1	NiFe1f
WP_010940798.1	NiFe1f
WP_011937483.1	NiFe1f
WP_020678214.1	NiFe1f
WP_025324524.1	NiFe1f
WP_020489980.1	NiFe1f
WP_028842875.1	NiFe1f
WP_028845527.1	NiFe1f
WP_012546172.1	NiFe1f
WP_012421152.1	NiFe1f
WP_022397361.1	NiFe1f
WP_011822511.1	NiFe1g
WP_012123507.1	NiFe1g
WP_014025627.1	NiFe1g
WP_011900768.1	NiFe1g
WP_011850254.1	NiFe1g
WP_011761956.1	NiFe1g
WP_014346469.1	NiFe1g
WP_011752262.1	NiFe1g
WP_020962524.1	NiFe1g
WP_012349775.1	NiFe1g
WP_014125970.1	NiFe1g
WP_013680997.1	NiFe1g
WP_013337401.1	NiFe1g
WP_014267363.1	NiFe1h
WP_011688202.1	NiFe1h
WP_021597135.1	NiFe1h
WP_026402909.1	NiFe1h
WP_018330638.1	NiFe1h
WP_020516695.1	NiFe1h
WP_026468830.1	NiFe1h
WP_007034607.1	NiFe1h
WP_013225646.1	NiFe1h
WP_027944444.1	NiFe1h
WP_004559486.1	NiFe1h
WP_013806771.1	NiFe1h
WP_003801347.1	NiFe1h
WP_014376814.1	NiFe1h
WP_011603554.1	NiFe1h
WP_018502886.1	NiFe1h
WP_007516725.1	NiFe1h
WP_020460087.1	NiFe1h
WP_013423858.1	NiFe1h
WP_006543203.1	NiFe1h
WP_009739394.1	NiFe1h
WP_006334825.1	NiFe1h
WP_011724971.1	NiFe1h
WP_014815377.1	NiFe1h
WP_007775170.1	NiFe1h
WP_014942609.1	NiFe1h
WP_023372393.1	NiFe1h
WP_015355236.1	NiFe1h
WP_020728307.1	NiFe1h
WP_007171456.1	NiFe1h
WP_005141693.1	NiFe1h
WP_003894103.1	NiFe1h
WP_003926809.1	NiFe1h
WP_006242884.1	NiFe1h
WP_003933589.1	NiFe1h
WP_003922139.1	NiFe1h
WP_020823195.1	NiFe1h
WP_025349261.1	NiFe1h
WP_017611790.1	NiFe1h
WP_020540932.1	NiFe1h
WP_028930304.1	NiFe1h
WP_028936742.1	NiFe1h
WP_005517441.1	NiFe1h
WP_020907450.1	NiFe1h
WP_007300863.1	NiFe1h
WP_011596968.1	NiFe1h
WP_012691719.1	NiFe1h
WP_007735075.1	NiFe1h
WP_003935326.1	NiFe1h
WP_005443931.1	NiFe1h
WP_005454024.1	NiFe1h
WP_005461984.1	NiFe1h
WP_019807844.1	NiFe1h
WP_009155165.1	NiFe1h
WP_019819110.1	NiFe1h
WP_012796301.1	NiFe1h
WP_006237565.1	NiFe1h
WP_009945368.1	NiFe1h
WP_010696688.1	NiFe1h
WP_020500148.1	NiFe1h
WP_018161883.1	NiFe1h
WP_020274692.1	NiFe1h
WP_016573948.1	NiFe1h
WP_006608003.1	NiFe1h
WP_010988762.1	NiFe1h
WP_005474054.1	NiFe1h
WP_020124082.1	NiFe1h
WP_014150953.1	NiFe1h
WP_003957662.1	NiFe1h
WP_020938041.1	NiFe1h
WP_015655687.1	NiFe1h
WP_004921512.1	NiFe1h
WP_014670577.1	NiFe1h
WP_023543351.1	NiFe1h
WP_023553242.1	NiFe1h
WP_013006069.1	NiFe1h
WP_026219116.1	NiFe1h
WP_007380332.1	NiFe1h
WP_006350699.1	NiFe1h
WP_003988175.1	NiFe1h
WP_012890477.1	NiFe1h
WP_013132859.1	NiFe1h
WP_012854897.1	NiFe1h
WP_012934014.1	NiFe1h
WP_028062027.1	NiFe1h
WP_028059415.1	NiFe1h
WP_016920676.1	NiFe1h
WP_029651411.1	NiFe1h
WP_014892893.1	NiFe1h
WP_003612931.1	NiFe1h
WP_011153987.1	NiFe1h
WP_007904650.1	NiFe1h
WP_008474746.1	NiFe1h
WP_012872944.1	NiFe1h
WP_015922819.1	NiFe1h
WP_020375837.1	NiFe1h
WP_010587703.1	NiFe1h
WP_015247797.1	NiFe1h
WP_009061231.1	NiFe1h
WP_007412921.1	NiFe1h
WP_022740096.1	NiFe1i
WP_009141216.1	NiFe1i
WP_012803243.1	NiFe1i
WP_022379409.1	NiFe1i
WP_009304598.1	NiFe1i
WP_021900186.1	NiFe1i
WP_022184401.1	NiFe1i
WP_022363273.1	NiFe1i
WP_022370065.1	NiFe1i
WP_013979648.1	NiFe1i
WP_016308995.1	NiFe1i
WP_028026422.1	NiFe1i
WP_015539897.1	NiFe1i
WP_006361856.1	NiFe1i
WP_012798421.1	NiFe1i
WP_009139069.1	NiFe1i
WP_009077692.1	NiFe1i
WP_010878877.1	NiFe1j
WP_012940402.1	NiFe1j
WP_015591799.1	NiFe1j
WP_013682857.1	NiFe1j
WP_012965344.1	NiFe1j
WP_012036281.1	NiFe1k
WP_014405075.1	NiFe1k
WP_012901677.1	NiFe1k
WP_023846630.1	NiFe1k
WP_013898215.1	NiFe1k
WP_011021171.1	NiFe1k
WP_011021166.1	NiFe1k
WP_011306833.1	NiFe1k
WP_011306827.1	NiFe1k
WP_011034237.1	NiFe1k
WP_011034101.1	NiFe1k
WP_011034107.1	NiFe1k
WP_012813797.1	NiFe1l
WP_084445239.1	NiFe1l
WP_074837615.1	NiFe1l
WP_050532427.1	NiFe1l
WP_114794724.1	NiFe1l
WP_119066980.1	NiFe1l
WP_089935866.1	NiFe1l
WP_100498150.1	NiFe1l
WP_091677034.1	NiFe1l
WP_091544924.1	NiFe1l
WP_104527565.1	NiFe1l
WP_081985438.1	NiFe1l
WP_094527870.1	NiFe1l
WP_015667470.1	NiFe1l
WP_080561888.1	NiFe1l
WP_114847305.1	NiFe1l
WP_011603008.1	NiFe2a
WP_009739903.1	NiFe2a
WP_006368950.1	NiFe2a
WP_006335051.1	NiFe2a
WP_006594684.1	NiFe2a
WP_005626347.1	NiFe2a
WP_024444663.1	NiFe2a
WP_003888964.1	NiFe2a
WP_003893634.1	NiFe2a
WP_003925668.1	NiFe2a
WP_006242868.1	NiFe2a
WP_011779592.1	NiFe2a
WP_028656395.1	NiFe2a
WP_028931752.1	NiFe2a
WP_013678342.1	NiFe2a
WP_005476263.1	NiFe2a
WP_013133447.1	NiFe2a
WP_013896580.1	NiFe2a
WP_026607801.1	NiFe2a
WP_012592713.1	NiFe2a
WP_020176873.1	NiFe2a
WP_007015744.1	NiFe2a
WP_011536525.1	NiFe2a
WP_012963102.1	NiFe2a
WP_012992443.1	NiFe2a
WP_009185102.1	NiFe2a
WP_015029646.1	NiFe2a
WP_026993787.1	NiFe2a
WP_028526813.1	NiFe2a
WP_013921615.1	NiFe2a
WP_028664870.1	NiFe2a
WP_012928387.1	NiFe2a
WP_013993526.1	NiFe2a
WP_012615778.1	NiFe2a
WP_028460308.1	NiFe2a
WP_012122267.1	NiFe2a
WP_007308441.1	NiFe2a
WP_012361536.1	NiFe2a
WP_008275259.1	NiFe2a
WP_012599193.1	NiFe2a
WP_013321766.1	NiFe2a
WP_015079360.1	NiFe2a
WP_011321261.1	NiFe2a
WP_026092924.1	NiFe2a
WP_006278427.1	NiFe2a
WP_017656008.1	NiFe2a
WP_006194531.1	NiFe2a
WP_012407177.1	NiFe2a
WP_015115410.1	NiFe2a
WP_010994852.1	NiFe2a
WP_015137522.1	NiFe2a
WP_008235596.1	NiFe2a
WP_015122102.1	NiFe2a
WP_017747426.1	NiFe2a
WP_017747421.1	NiFe2a
WP_013192388.1	NiFe2a
WP_023069054.1	NiFe2a
WP_009782476.1	NiFe2a
WP_017716714.1	NiFe2a
WP_011612815.1	NiFe2a
WP_016875640.1	NiFe2a
WP_016860569.1	NiFe2a
WP_026722320.1	NiFe2a
WP_026731079.1	NiFe2a
WP_017315132.1	NiFe2a
WP_027846705.1	NiFe2a
WP_014511332.1	NiFe2a
WP_029421095.1	NiFe2a
WP_027417151.1	NiFe2a
WP_003250668.1	NiFe2a
WP_013076467.1	NiFe2a
WP_028986316.1	NiFe2a
WP_013987182.1	NiFe2a
WP_012536298.1	NiFe2a
WP_012681902.1	NiFe2a
WP_011714112.1	NiFe2b
WP_018391446.1	NiFe2b
WP_012169127.1	NiFe2b
WP_029004859.1	NiFe2b
WP_012384146.1	NiFe2b
WP_029356684.1	NiFe2b
WP_011089681.1	NiFe2b
WP_028135604.1	NiFe2b
WP_015668919.1	NiFe2b
WP_015597392.1	NiFe2b
WP_026600034.1	NiFe2b
WP_014891818.1	NiFe2b
WP_024878510.1	NiFe2b
WP_018266917.1	NiFe2b
WP_003612204.1	NiFe2b
WP_013913763.1	NiFe2b
WP_028738631.1	NiFe2b
WP_013418661.1	NiFe2b
WP_011662668.1	NiFe2b
WP_022723662.1	NiFe2b
WP_028877931.1	NiFe2b
WP_011996000.1	NiFe2b
WP_024281261.1	NiFe2b
WP_029556474.1	NiFe2b
WP_009505605.1	NiFe2b
WP_008886444.1	NiFe2b
WP_011749363.1	NiFe2b
WP_024844879.1	NiFe2b
WP_028714014.1	NiFe2b
WP_028717756.1	NiFe2b
WP_007796497.1	NiFe2b
WP_023918084.1	NiFe2b
WP_009566015.1	NiFe2b
WP_023664198.1	NiFe2b
WP_008030826.1	NiFe2b
WP_002720656.1	NiFe2b
WP_008386856.1	NiFe2b
WP_008282513.1	NiFe2b
WP_005863651.1	NiFe2b
WP_020043467.1	NiFe2b
WP_025825893.1	NiFe2b
WP_004274639.1	NiFe2b
WP_029009282.1	NiFe2b
WP_012976476.1	NiFe2b
WP_024080410.1	NiFe2b
WP_011384345.1	NiFe2b
WP_008622301.1	NiFe2b
WP_008068222.1	NiFe2b
WP_026436955.1	NiFe2b
AAB49361.1	NiFe2b
WP_028999766.1	NiFe2b
WP_014725822.1	NiFe2b
WP_011880080.1	NiFe2b
WP_027476516.1	NiFe2b
WP_019574255.1	NiFe2b
WP_027457230.1	NiFe2b
WP_028309992.1	NiFe2b
WP_011830389.1	NiFe2b
WP_011801344.1	NiFe2b
WP_011153946.1	NiFe2b
WP_011466381.1	NiFe2b
WP_014429792.1	NiFe2b
WP_013124503.1	NiFe2b
WP_018904285.1	NiFe2b
WP_011767530.1	NiFe2b
WP_015437371.1	NiFe2b
WP_028993698.1	NiFe2b
WP_026685912.1	NiFe2b
WP_018412518.1	NiFe2b
WP_020162849.1	NiFe2b
WP_020745474.1	NiFe2b
WP_027856391.1	NiFe2b
WP_027854268.1	NiFe2b
WP_011629746.1	NiFe2b
WP_020503142.1	NiFe2b
WP_019642787.1	NiFe2b
WP_007194465.1	NiFe2b
AAX40740.1	NiFe2b
WP_007041639.1	NiFe2b
WP_028293252.1	NiFe2b
WP_028302096.1	NiFe2b
WP_023105857.1	NiFe2b
WP_010563032.1	NiFe2b
WP_024762399.1	NiFe2b
WP_017845586.1	NiFe2b
WP_020394871.1	NiFe2b
WP_002706876.1	NiFe2b
WP_011383527.1	NiFe2c
WP_022980127.1	NiFe2c
WP_012346378.1	NiFe2c
WP_011288617.1	NiFe2c
WP_028315676.1	NiFe2c
WP_015947049.1	NiFe2c
WP_028584585.1	NiFe2c
WP_015724478.1	NiFe2c
WP_024334199.1	NiFe2c
WP_006965253.1	NiFe2c
WP_008870999.1	NiFe2c
WP_007041459.1	NiFe2c
WP_027150633.1	NiFe2c
WP_005373434.1	NiFe2c
WP_014150136.1	NiFe2c
WP_017841795.1	NiFe2c
WP_013818241.1	NiFe2c
WP_019867142.1	NiFe2c
WP_007019558.1	NiFe2c
WP_005505415.1	NiFe2c
WP_010880487.1	NiFe2d
WP_008286852.1	NiFe2d
WP_012963643.1	NiFe2d
WP_012514441.1	NiFe2d
WP_012676217.1	NiFe2d
WP_029520218.1	NiFe2d
WP_029523037.1	NiFe2d
WP_012673603.1	NiFe2d
WP_028949944.1	NiFe2d
WP_012992449.1	NiFe2d
WP_025306143.1	NiFe2d
WP_020848144.1	NiFe2d
WP_013135162.1	NiFe2d
WP_013460910.1	NiFe2d
WP_015654358.1	NiFe2d
WP_011373066.1	NiFe2d
WP_008339288.1	NiFe2d
WP_025344558.1	NiFe2d
WP_007473987.1	NiFe2d
WP_024789023.1	NiFe2d
WP_024786773.1	NiFe2d
WP_012663437.1	NiFe2d
WP_013553042.1	NiFe2d
WP_012020882.1	NiFe2e
WP_009070398.1	NiFe2e
WP_016729728.1	NiFe2e
WP_022846160.1	NiFe3a
WP_013638061.1	NiFe3a
WP_013537869.1	NiFe3a
WP_004029354.1	NiFe3a
WP_013643821.1	NiFe3a
WP_013826770.1	NiFe3a
WP_023993015.1	NiFe3a
WP_012956862.1	NiFe3a
WP_019262624.1	NiFe3a
WP_016359193.1	NiFe3a
WP_011406878.1	NiFe3a
WP_013296467.1	NiFe3a
WP_010876915.1	NiFe3a
WP_013414105.1	NiFe3a
WP_012035310.1	NiFe3a
WP_012035102.1	NiFe3a
WP_014405594.1	NiFe3a
WP_012901155.1	NiFe3a
WP_012901198.1	NiFe3a
WP_015791787.1	NiFe3a
WP_013099931.1	NiFe3a
WP_012980540.1	NiFe3a
WP_004591340.1	NiFe3a
WP_015733355.1	NiFe3a
WP_011973755.1	NiFe3a
WP_011171326.1	NiFe3a
WP_011170764.1	NiFe3a
WP_011972500.1	NiFe3a
WP_011971891.1	NiFe3a
WP_013180376.1	NiFe3a
WP_013179974.1	NiFe3a
WP_013867054.1	NiFe3a
WP_013866359.1	NiFe3a
WP_018154259.1	NiFe3a
WP_018154655.1	NiFe3a
WP_007043840.1	NiFe3a
WP_007044698.1	NiFe3a
WP_013799337.1	NiFe3a
WP_013799916.1	NiFe3a
WP_011832394.1	NiFe3a
WP_014867277.1	NiFe3a
WP_011845006.1	NiFe3a
WP_004037261.1	NiFe3a
WP_004076756.1	NiFe3a
WP_013328542.1	NiFe3a
WP_012106016.1	NiFe3a
WP_012107592.1	NiFe3a
WP_015286660.1	NiFe3a
WP_012616797.1	NiFe3a
WP_011449294.1	NiFe3a
WP_011019299.1	NiFe3a
WP_011021012.1	NiFe3a
WP_011307257.1	NiFe3a
WP_011305486.1	NiFe3a
WP_011034943.1	NiFe3a
WP_013905833.1	NiFe3a
WP_015857693.1	NiFe3a
WP_012572521.1	NiFe3a
WP_014012057.1	NiFe3a
WP_014788989.1	NiFe3a
WP_011719855.1	NiFe3b
WP_026405334.1	NiFe3b
WP_007033070.1	NiFe3b
WP_020524726.1	NiFe3b
WP_024287469.1	NiFe3b
WP_026311168.1	NiFe3b
WP_011438850.1	NiFe3b
WP_023839999.1	NiFe3b
WP_027140596.1	NiFe3b
WP_006331106.1	NiFe3b
WP_025357598.1	NiFe3b
WP_014814971.1	NiFe3b
WP_024444559.1	NiFe3b
WP_023365427.1	NiFe3b
WP_020730473.1	NiFe3b
WP_007168195.1	NiFe3b
WP_003895383.1	NiFe3b
WP_003924002.1	NiFe3b
WP_003918688.1	NiFe3b
WP_026214329.1	NiFe3b
WP_005514364.1	NiFe3b
WP_021333622.1	NiFe3b
WP_007298856.1	NiFe3b
WP_011593368.1	NiFe3b
WP_005257894.1	NiFe3b
WP_003938391.1	NiFe3b
WP_005565942.1	NiFe3b
WP_018160400.1	NiFe3b
WP_013018709.1	NiFe3b
WP_010360429.1	NiFe3b
WP_020123404.1	NiFe3b
WP_015662841.1	NiFe3b
WP_004936990.1	NiFe3b
WP_014677317.1	NiFe3b
WP_004946981.1	NiFe3b
WP_020874487.1	NiFe3b
WP_003980535.1	NiFe3b
WP_023544405.1	NiFe3b
WP_012998941.1	NiFe3b
WP_018384886.1	NiFe3b
WP_012891383.1	NiFe3b
WP_013132103.1	NiFe3b
WP_022739737.1	NiFe3b
WP_015760489.1	NiFe3b
WP_022363293.1	NiFe3b
WP_013979629.1	NiFe3b
WP_016308610.1	NiFe3b
WP_028027114.1	NiFe3b
WP_009139266.1	NiFe3b
WP_011712560.1	NiFe3b
WP_012383518.1	NiFe3b
WP_016920195.1	NiFe3b
WP_018407885.1	NiFe3b
WP_026598467.1	NiFe3b
WP_014890330.1	NiFe3b
WP_024879702.1	NiFe3b
WP_018265836.1	NiFe3b
WP_003611589.1	NiFe3b
WP_008887819.1	NiFe3b
WP_029008300.1	NiFe3b
WP_009540223.1	NiFe3b
WP_024079550.1	NiFe3b
WP_008286766.1	NiFe3b
WP_012963143.1	NiFe3b
WP_012676609.1	NiFe3b
WP_012674555.1	NiFe3b
WP_028949840.1	NiFe3b
WP_013638346.1	NiFe3b
WP_013537242.1	NiFe3b
WP_017890430.1	NiFe3b
WP_017873497.1	NiFe3b
WP_014068049.1	NiFe3b
WP_017774733.1	NiFe3b
WP_028214587.1	NiFe3b
WP_020653150.1	NiFe3b
WP_011311775.1	NiFe3b
WP_018508430.1	NiFe3b
WP_018608874.1	NiFe3b
WP_006926982.1	NiFe3b
WP_012501574.1	NiFe3b
WP_010933552.1	NiFe3b
WP_011361294.1	NiFe3b
WP_006366269.1	NiFe3b
WP_012466994.1	NiFe3b
WP_011745973.1	NiFe3b
WP_012498899.1	NiFe3b
WP_012509156.1	NiFe3b
WP_012506474.1	NiFe3b
WP_014433201.1	NiFe3b
WP_013218375.1	NiFe3b
WP_014737726.1	NiFe3b
WP_014558156.1	NiFe3b
WP_012628086.1	NiFe3b
WP_017290644.1	NiFe3b
WP_027844918.1	NiFe3b
WP_027877222.1	NiFe3b
WP_028322239.1	NiFe3b
WP_015403594.1	NiFe3b
WP_027366709.1	NiFe3b
WP_027716793.1	NiFe3b
WP_012530401.1	NiFe3b
WP_026841827.1	NiFe3b
WP_012646977.1	NiFe3b
WP_015720565.1	NiFe3b
WP_015837532.1	NiFe3b
WP_011938049.1	NiFe3b
WP_029912396.1	NiFe3b
WP_029915222.1	NiFe3b
WP_006969455.1	NiFe3b
WP_012237207.1	NiFe3b
WP_013706649.1	NiFe3b
WP_011416040.1	NiFe3b
WP_008526674.1	NiFe3b
WP_015790329.1	NiFe3b
WP_010867988.1	NiFe3b
WP_010868072.1	NiFe3b
WP_011012029.1	NiFe3b
WP_011012478.1	NiFe3b
WP_010885378.1	NiFe3b
WP_013749130.1	NiFe3b
WP_013749017.1	NiFe3b
WP_014734005.1	NiFe3b
WP_014734228.1	NiFe3b
WP_013905579.1	NiFe3b
WP_013904776.1	NiFe3b
WP_013466811.1	NiFe3b
WP_013466346.1	NiFe3b
WP_011251019.1	NiFe3b
WP_020953630.1	NiFe3b
WP_004069412.1	NiFe3b
WP_012571493.1	NiFe3b
WP_012571009.1	NiFe3b
WP_015848571.1	NiFe3b
WP_015849791.1	NiFe3b
WP_014012081.1	NiFe3b
WP_014012582.1	NiFe3b
WP_014122569.1	NiFe3b
WP_014788000.1	NiFe3b
WP_014788486.1	NiFe3b
WP_010479591.1	NiFe3b
WP_010479608.1	NiFe3b
WP_008085116.1	NiFe3b
WP_015283468.1	NiFe3b
WP_008515176.1	NiFe3b
WP_015051716.1	NiFe3b
WP_014029204.1	NiFe3b
WP_012536449.1	NiFe3b
WP_012606689.1	NiFe3b
WP_028989466.1	NiFe3b
WP_014292817.1	NiFe3b
WP_028300037.1	NiFe3b
WP_026375374.1	NiFe3b
WP_012136580.1	NiFe3b
WP_008939163.1	NiFe3b
WP_027854910.1	NiFe3b
WP_020680743.1	NiFe3b
WP_010321726.1	NiFe3b
WP_020412786.1	NiFe3b
WP_012970030.1	NiFe3b
WP_025280829.1	NiFe3b
WP_005000139.1	NiFe3b
WP_013032567.1	NiFe3b
WP_015258948.1	NiFe3b
WP_012637708.1	NiFe3b
WP_006786889.1	NiFe3b
WP_019350089.1	NiFe3b
WP_028379943.1	NiFe3b
WP_006871434.1	NiFe3b
WP_028385762.1	NiFe3b
WP_003635857.1	NiFe3b
WP_028383773.1	NiFe3b
WP_025386399.1	NiFe3b
WP_027222572.1	NiFe3b
WP_027271172.1	NiFe3b
WP_026610481.1	NiFe3b
WP_007021942.1	NiFe3b
WP_027709971.1	NiFe3b
WP_012699124.1	NiFe3b
WP_002691721.1	NiFe3b
WP_018300187.1	NiFe3b
WP_012280244.1	NiFe3b
WP_013923702.1	NiFe3b
WP_028490240.1	NiFe3b
WP_002708355.1	NiFe3b
WP_009021278.1	NiFe3b
WP_012308976.1	NiFe3b
WP_005006913.1	NiFe3b
WP_028842337.1	NiFe3b
WP_028844226.1	NiFe3b
WP_012544964.1	NiFe3b
WP_022808428.1	NiFe3b
WP_002644708.1	NiFe3b
WP_007219971.1	NiFe3b
WP_009094014.1	NiFe3b
WP_010585297.1	NiFe3b
WP_020864100.1	NiFe3b
WP_012464725.1	NiFe3b
WP_009061764.1	NiFe3b
WP_008098529.1	NiFe3b
WP_024807859.1	NiFe3b
WP_018290138.1	NiFe3b
WP_013637988.1	NiFe3c
WP_022775381.1	NiFe3c
WP_006930005.1	NiFe3c
WP_010936390.1	NiFe3c
WP_013218178.1	NiFe3c
WP_015903075.1	NiFe3c
WP_028318776.1	NiFe3c
WP_028317553.1	NiFe3c
WP_028580885.1	NiFe3c
WP_028580860.1	NiFe3c
WP_028584591.1	NiFe3c
WP_028583859.1	NiFe3c
WP_015724435.1	NiFe3c
WP_015722755.1	NiFe3c
WP_023408290.1	NiFe3c
WP_022668938.1	NiFe3c
WP_011188256.1	NiFe3c
WP_015752683.1	NiFe3c
WP_008870928.1	NiFe3c
WP_008869690.1	NiFe3c
WP_028574115.1	NiFe3c
WP_028574551.1	NiFe3c
WP_029966039.1	NiFe3c
WP_027371047.1	NiFe3c
WP_027368703.1	NiFe3c
WP_027187949.1	NiFe3c
WP_027183464.1	NiFe3c
WP_026167551.1	NiFe3c
WP_027191993.1	NiFe3c
WP_029898901.1	NiFe3c
WP_020882283.1	NiFe3c
WP_027358538.1	NiFe3c
WP_012532312.1	NiFe3c
WP_012469611.1	NiFe3c
WP_004512544.1	NiFe3c
WP_015839165.1	NiFe3c
WP_014551809.1	NiFe3c
WP_015935331.1	NiFe3c
WP_012099129.1	NiFe3c
WP_012528247.1	NiFe3c
WP_011700738.1	NiFe3c
WP_011698648.1	NiFe3c
WP_011699072.1	NiFe3c
WP_011700332.1	NiFe3c
WP_028894885.1	NiFe3c
WP_010878869.1	NiFe3c
WP_015590675.1	NiFe3c
WP_013684228.1	NiFe3c
WP_012965352.1	NiFe3c
WP_015233716.1	NiFe3c
WP_004032005.1	NiFe3c
WP_004031311.1	NiFe3c
WP_013644241.1	NiFe3c
WP_013643973.1	NiFe3c
WP_013826546.1	NiFe3c
WP_013826227.1	NiFe3c
WP_023992472.1	NiFe3c
WP_023992781.1	NiFe3c
WP_012956704.1	NiFe3c
WP_019264891.1	NiFe3c
WP_019262575.1	NiFe3c
WP_016359076.1	NiFe3c
WP_011405926.1	NiFe3c
WP_013296307.1	NiFe3c
WP_010876758.1	NiFe3c
WP_013413806.1	NiFe3c
WP_012036601.1	NiFe3c
WP_012036509.1	NiFe3c
WP_014407035.1	NiFe3c
WP_014404721.1	NiFe3c
WP_012901238.1	NiFe3c
WP_012901516.1	NiFe3c
WP_015790819.1	NiFe3c
WP_013099800.1	NiFe3c
WP_010870705.1	NiFe3c
WP_012980416.1	NiFe3c
WP_012979819.1	NiFe3c
WP_004589824.1	NiFe3c
WP_015733560.1	NiFe3c
WP_015732794.1	NiFe3c
WP_011973924.1	NiFe3c
WP_011972821.1	NiFe3c
WP_011170767.1	NiFe3c
WP_011171638.1	NiFe3c
WP_012065828.1	NiFe3c
WP_011971888.1	NiFe3c
WP_013180651.1	NiFe3c
WP_013179971.1	NiFe3c
WP_013866983.1	NiFe3c
WP_013866362.1	NiFe3c
WP_018154262.1	NiFe3c
WP_018154225.1	NiFe3c
WP_007044701.1	NiFe3c
WP_007043614.1	NiFe3c
WP_013799074.1	NiFe3c
WP_013799334.1	NiFe3c
WP_014867732.1	NiFe3c
WP_011843851.1	NiFe3c
WP_022532976.1	NiFe3c
WP_004039570.1	NiFe3c
WP_020448391.1	NiFe3c
WP_019177457.1	NiFe3c
WP_013330634.1	NiFe3c
WP_011018550.1	NiFe3c
WP_011018638.1	NiFe3c
WP_015504206.1	NiFe3c
WP_012302733.1	NiFe3c
WP_015617925.1	NiFe3c
WP_015739967.1	NiFe3c
WP_013756665.1	NiFe3c
WP_013908379.1	NiFe3c
WP_012309762.1	NiFe3c
WP_012545782.1	NiFe3c
WP_022853555.1	NiFe3c
WP_028840908.1	NiFe3c
WP_012376486.1	NiFe3c
WP_011686721.1	NiFe3d
WP_014208491.1	NiFe3d
WP_011781268.1	NiFe3d
WP_012591738.1	NiFe3d
WP_020174963.1	NiFe3d
WP_006931831.1	NiFe3d
WP_008193041.1	NiFe3d
WP_008384205.1	NiFe3d
WP_011385756.1	NiFe3d
WP_008616907.1	NiFe3d
WP_011493687.1	NiFe3d
WP_011516268.1	NiFe3d
WP_012346489.1	NiFe3d
WP_011154013.1	NiFe3d
WP_011466117.1	NiFe3d
WP_022771893.1	NiFe3d
WP_013293541.1	NiFe3d
WP_013029742.1	NiFe3d
